,source,bit_rate
6203,21,5348.997735000001
6204,0,380.65256199999993
6205,1,489.54008499999986
6206,2,4042.4867140000006
6207,3,266.752421
6208,4,5642.613293
6209,5,385.47934200000003
6210,6,396.919931
6211,7,4450.097897
6212,8,3816.8191090000005
6213,9,5166.3607680000005
6214,10,23.259895
6215,11,200.614776
6216,12,2079.954283
6217,13,108.33026899999999
6218,14,2186.5073049999996
6219,15,2418.931214
6220,16,392.593442
6221,17,1058.1281720000002
6222,18,2160.9447959999998
6223,19,3802.633647
6224,20,64.538427
6225,21,5378.526517
6226,0,393.545324
6227,1,417.41077399999995
6228,2,4080.5102969999994
6229,3,269.944667
6230,4,5643.456929000001
6231,5,395.5981039999999
6232,6,417.728428
6233,7,4303.633551
6234,8,3740.664654
6235,9,5064.383172999999
6236,10,23.526543999999998
6237,11,196.373814
6238,12,2012.1419079999998
6239,13,105.143138
6240,14,2753.21654
6241,15,2294.374399
6242,16,392.82224499999995
6243,17,1037.8745709999998
6244,18,2211.487936
6245,19,3937.918825
6246,20,35.542322999999996
6247,21,5431.800353999999
6248,0,335.46697499999993
6249,1,348.43800899999997
6250,2,4049.8177530000003
6251,3,241.72719899999998
6252,4,5657.515535
6253,5,404.65206900000004
6254,6,364.38154000000003
6255,7,4378.062157
6256,8,3859.901373
6257,9,5134.588077
6258,10,31.662423000000004
6259,11,214.253671
6260,12,1995.607271
6261,13,106.686292
6262,14,4246.585187000001
6263,15,2255.8581710000003
6264,16,452.58843800000005
6265,17,1014.6050029999999
6266,18,2319.599409
6267,19,3863.3584150000006
6268,20,45.266847000000006
6269,21,5268.885214
6270,0,361.433899
6271,1,322.35997000000003
6272,2,4100.524243999999
6273,3,229.35277899999997
6274,4,5729.088715
6275,5,407.98259099999996
6276,6,349.001558
6277,7,4466.834518000001
6278,8,3858.090385
6279,9,4973.008314999999
6280,10,33.952833999999996
6281,11,218.14757300000002
6282,12,2175.933356
6283,13,112.60659999999999
6284,14,4528.002664999999
6285,15,2121.767969
6286,16,454.60747599999996
6287,17,1047.2785190000002
6288,18,2257.585599
6289,19,4186.549145
6290,20,80.26164500000002
6291,21,5218.378176
6292,0,315.270613
6293,1,325.766627
6294,2,4063.047902
6295,3,232.757638
6296,4,5530.068714000001
6297,5,402.10496100000006
6298,6,356.209112
6299,7,4544.135024
6300,8,3773.311178
6301,9,5331.200931
6302,10,24.195582
6303,11,214.27779299999997
6304,12,2281.9015170000007
6305,13,107.411337
6306,14,4339.329386999999
6307,15,2029.2390209999999
6308,16,410.580923
6309,17,1044.194854
6310,18,2233.8526859999997
6311,19,4069.3296689999997
6312,20,128.86716600000003
6313,21,5156.802410999999
6314,0,341.72062099999994
6315,1,319.16676699999994
6316,2,4120.787912999999
6317,3,400.452717
6318,4,5666.131963999999
6319,5,431.102976
6320,6,389.488012
6321,7,4632.708153
6322,8,3804.6872690000005
6323,9,5313.330521
6324,10,28.636955000000004
6325,11,177.530716
6326,12,2217.7461399999997
6327,13,119.059477
6328,14,3388.210495
6329,15,2524.8203150000004
6330,16,380.031209
6331,17,1060.167007
6332,18,2220.038126
6333,19,4029.434709
6334,20,142.033998
6335,21,5120.86973
6336,0,290.74517800000007
6337,1,351.76408799999996
6338,2,4131.772521000002
6339,3,504.050227
6340,4,5873.930003999999
6341,5,447.67247699999996
6342,6,402.371274
6343,7,4729.593727
6344,8,3844.073335
6345,9,5262.060088
6346,10,21.864514999999994
6347,11,198.916589
6348,12,2257.293363999999
6349,13,102.52416400000001
6350,14,2730.0384619999995
6351,15,2443.818945
6352,16,372.94972400000006
6353,17,1069.42481
6354,18,2261.929521
6355,19,4189.751571
6356,20,117.924673
6357,21,5268.902363
6358,0,346.2050069999999
6359,1,399.676331
6360,2,4153.489825
6361,3,215.68655599999997
6362,4,5857.739953
6363,5,415.36704800000007
6364,6,399.073199
6365,7,4728.0587270000005
6366,8,3855.409334
6367,9,5436.219459000001
6368,10,19.062286
6369,11,223.133094
6370,12,2335.4737769999997
6371,13,104.221283
6372,14,2739.7296959999994
6373,15,2606.3953500000002
6374,16,385.83916899999997
6375,17,1068.8752630000001
6376,18,2524.547478
6377,19,4202.573987000001
6378,20,96.692306
6379,21,5386.136629999999
6380,0,320.8506090000001
6381,1,424.802711
6382,2,3856.252748
6383,3,212.129985
6384,4,5703.332377
6385,5,419.77254700000003
6386,6,456.1867880000001
6387,7,4866.572593000001
6388,8,3696.900643
6389,9,5374.280267999999
6390,10,16.378593
6391,11,219.11446999999998
6392,12,2303.092604
6393,13,114.038473
6394,14,2438.8278580000006
6395,15,2642.6033420000003
6396,16,347.19838899999996
6397,17,1050.944911
6398,18,2303.591322
6399,19,4084.558615
6400,20,48.157188999999995
6401,21,5322.049292999999
6402,0,356.046996
6403,1,411.836403
6404,2,3760.629788
6405,3,269.87443600000006
6406,4,5862.870608
6407,5,385.657764
6408,6,467.90819700000003
6409,7,4894.0956049999995
6410,8,3829.750501
6411,9,5165.028086000001
6412,10,20.506926000000004
6413,11,226.04767400000003
6414,12,2378.5961899999998
6415,13,103.18139599999999
6416,14,2245.423449
6417,15,2516.322251
6418,16,355.50740299999995
6419,17,1039.844632
6420,18,2368.294505
6421,19,4002.771247
6422,20,43.435055000000006
6423,21,5359.104687
6424,0,273.490443
6425,1,461.93896599999994
6426,2,3929.3692540000006
6427,3,437.722633
6428,4,5792.178677999999
6429,5,436.782726
6430,6,473.831824
6431,7,4906.5084320000005
6432,8,3784.6345240000005
6433,9,5035.802222
6434,10,28.983452000000003
6435,11,224.37822300000002
6436,12,2298.9859850000003
6437,13,109.89186699999999
6438,14,2326.03637
6439,15,2889.8105570000007
6440,16,352.82938699999994
6441,17,1062.3389960000002
6442,18,2177.748613
6443,19,4050.25855
6444,20,39.011792
6445,21,5355.197174000001
6446,0,352.75898599999994
6447,1,366.10053
6448,2,4002.839621
6449,3,380.92033800000013
6450,4,6051.910066
6451,5,514.2813349999999
6452,6,477.23572700000005
6453,7,4999.071173
6454,8,3812.51944
6455,9,5183.067134999999
6456,10,36.843514
6457,11,240.654475
6458,12,2344.3783329999997
6459,13,115.91131199999998
6460,14,2391.808228
6461,15,3075.6289749999996
6462,16,357.2615349999999
6463,17,1107.1880429999999
6464,18,2174.7244960000003
6465,19,4073.7387620000004
6466,20,45.797499
6467,21,5411.769485000001
6468,0,322.335678
6469,1,452.01493600000003
6470,2,3905.0455750000006
6471,3,275.77028400000006
6472,4,6009.4591120000005
6473,5,521.249799
6474,6,428.1624179999999
6475,7,4973.383884999999
6476,8,3758.372611
6477,9,5374.091388000001
6478,10,25.684305999999996
6479,11,231.99322899999996
6480,12,2311.544785000001
6481,13,109.451182
6482,14,2360.534142
6483,15,2929.2475130000003
6484,16,377.02412999999996
6485,17,1078.6362210000002
6486,18,2211.769655
6487,19,4135.389147
6488,20,147.05752999999999
6489,21,5313.983311000001
6490,0,352.14212899999995
6491,1,504.53168000000005
6492,2,3737.775825
6493,3,219.69539699999999
6494,4,5978.2304
6495,5,411.809407
6496,6,426.597841
6497,7,5019.240711
6498,8,3762.310429
6499,9,5070.943899
6500,10,32.606826
6501,11,233.350091
6502,12,2260.6296239999997
6503,13,110.093231
6504,14,2160.454571
6505,15,2682.747235
6506,16,480.20209400000005
6507,17,1067.987091
6508,18,2487.4874170000003
6509,19,4204.5876849999995
6510,20,102.78659700000001
6511,21,5312.3977589999995
6512,0,322.696344
6513,1,438.57824800000003
6514,2,3815.481647999999
6515,3,287.69446
6516,4,5762.996509
6517,5,380.52947500000005
6518,6,415.510157
6519,7,5010.728364
6520,8,3746.418238
6521,9,5102.649053
6522,10,37.717122
6523,11,241.682664
6524,12,2173.459797
6525,13,112.755559
6526,14,2098.025271
6527,15,2587.3859770000004
6528,16,420.94783399999994
6529,17,1074.4374349999998
6530,18,2261.335999
6531,19,4200.457722
6532,20,74.624629
6533,21,5224.158244
6534,0,340.75844700000005
6535,1,418.58488299999993
6536,2,3881.284604
6537,3,154.470498
6538,4,5521.121308
6539,5,359.49155699999994
6540,6,431.3872840000001
6541,7,5005.426036999999
6542,8,3794.7672869999997
6543,9,4981.243836
6544,10,27.823851
6545,11,221.633911
6546,12,2268.579091
6547,13,110.716835
6548,14,2343.0978929999997
6549,15,2442.0832550000005
6550,16,445.891127
6551,17,1097.108194
6552,18,2110.334181
6553,19,4199.338102000001
6554,20,62.394946999999995
6555,21,5240.283291999999
6556,0,337.2179
6557,1,434.33351899999997
6558,2,3853.6793239999997
6559,3,160.68158
6560,4,5533.718406000001
6561,5,360.02901499999996
6562,6,468.186822
6563,7,4944.86912
6564,8,3750.565627
6565,9,5093.611226000001
6566,10,25.014143999999998
6567,11,249.642536
6568,12,2338.5360180000002
6569,13,108.863903
6570,14,2225.791933
6571,15,2272.9870619999997
6572,16,407.906397
6573,17,1144.8885229999999
6574,18,2248.499974
6575,19,4044.5288649999998
6576,20,63.379106
6577,21,5145.399326999999
6578,0,371.39031800000004
6579,1,464.11978500000004
6580,2,3872.368573
6581,3,212.100689
6582,4,5347.503613999999
6583,5,428.09994299999994
6584,6,503.360041
6585,7,4967.885145
6586,8,3753.0786059999996
6587,9,5008.426308
6588,10,57.071982
6589,11,238.37896500000002
6590,12,2358.325882
6591,13,102.00931299999999
6592,14,2200.8246320000003
6593,15,2019.1212170000006
6594,16,421.52836699999995
6595,17,1177.641717
6596,18,2288.459039
6597,19,4458.140096
6598,20,36.091027
6599,21,5342.610595
6600,0,315.756564
6601,1,561.467524
6602,2,3904.914894
6603,3,266.542396
6604,4,5472.0061049999995
6605,5,393.08355199999994
6606,6,423.7996
6607,7,5015.230014
6608,8,3698.90675
6609,9,4947.806586000001
6610,10,48.37480300000001
6611,11,260.654982
6612,12,2359.85211
6613,13,108.846866
6614,14,2177.430008
6615,15,1808.722819
6616,16,425.0493440000001
6617,17,1182.9913339999998
6618,18,2179.7318899999996
6619,19,4151.151729
6620,20,60.808437000000005
6621,21,5356.705407000001
6622,0,393.26057099999997
6623,1,406.786102
6624,2,3818.824146
6625,3,337.31996200000003
6626,4,6032.609301000001
6627,5,432.572637
6628,6,519.3772379999999
6629,7,5003.846277999999
6630,8,3672.2765790000003
6631,9,4946.251342
6632,10,26.361275000000003
6633,11,243.619831
6634,12,2268.256381
6635,13,112.848901
6636,14,2240.3551549999993
6637,15,1951.0650220000002
6638,16,388.27909900000003
6639,17,1159.787726
6640,18,2188.1992509999995
6641,19,4055.7029760000005
6642,20,77.058881
6643,21,5379.363573
6644,0,356.4958950000001
6645,1,444.88216800000004
6646,2,3757.5060859999994
6647,3,383.446134
6648,4,5821.3924
6649,5,434.619457
6650,6,490.99236900000005
6651,7,4979.5597099999995
6652,8,3661.0651310000003
6653,9,5367.667415
6654,10,20.739272000000003
6655,11,193.253148
6656,12,2161.6852529999996
6657,13,112.672109
6658,14,2235.6533809999996
6659,15,2101.0513009999995
6660,16,352.469958
6661,17,1101.819193
6662,18,2237.9872020000003
6663,19,4091.8337020000004
6664,20,43.049476
6665,21,5480.895426000001
6666,0,334.84027499999996
6667,1,409.799985
6668,2,3816.9009810000007
6669,3,283.915888
6670,4,6003.064998
6671,5,477.00371700000005
6672,6,504.12462299999993
6673,7,5103.213559999999
6674,8,3724.937387
6675,9,5271.227698000001
6676,10,22.549975
6677,11,179.358962
6678,12,2320.734212
6679,13,113.977407
6680,14,2283.6072339999996
6681,15,2086.166545
6682,16,366.2471240000001
6683,17,1152.8491239999998
6684,18,2355.652983
6685,19,4053.449733
6686,20,43.603412000000006
6687,21,5451.579705
6688,0,330.55506
6689,1,389.77811399999996
6690,2,3638.060302
6691,3,230.57029599999998
6692,4,6216.647888000001
6693,5,497.31552
6694,6,436.7517459999999
6695,7,5110.63631
6696,8,3743.187133
6697,9,5237.364947
6698,10,27.139459
6699,11,189.907724
6700,12,2162.195887
6701,13,104.43884100000001
6702,14,2400.311295
6703,15,2013.867306
6704,16,335.73463399999997
6705,17,1127.667697
6706,18,2394.172753
6707,19,3877.141201
6708,20,56.440672
6709,21,5454.751373
6710,0,347.728034
6711,1,379.344117
6712,2,3899.836987
6713,3,260.183877
6714,4,5659.915765
6715,5,553.857802
6716,6,454.416121
6717,7,5213.344521999999
6718,8,3728.7445249999996
6719,9,5113.353239
6720,10,27.805519
6721,11,198.846359
6722,12,2135.378857
6723,13,110.888341
6724,14,2558.0412960000003
6725,15,2150.9282120000003
6726,16,342.202749
6727,17,1155.810658
6728,18,2305.121992
6729,19,3894.0330209999997
6730,20,53.611454
6731,21,5361.81835
6732,0,328.308959
6733,1,332.495488
6734,2,3926.6062180000004
6735,3,226.04812299999998
6736,4,5247.934569000001
6737,5,586.009434
6738,6,473.8204649999999
6739,7,5039.636857
6740,8,3809.7329
6741,9,5231.394308999999
6742,10,27.003884
6743,11,180.807031
6744,12,2165.539961
6745,13,110.271428
6746,14,2752.304303
6747,15,1926.6862350000001
6748,16,327.29049399999997
6749,17,1135.937965
6750,18,1967.2551290000001
6751,19,4082.5146080000004
6752,20,91.648419
6753,21,5303.958906999998
6754,0,357.4936049999999
6755,1,326.88984700000003
6756,2,3777.8167080000003
6757,3,212.515729
6758,4,5518.321045000001
6759,5,611.318005
6760,6,326.186564
6761,7,5109.313134
6762,8,3925.2480100000002
6763,9,5198.860248000001
6764,10,26.621679999999994
6765,11,187.03818800000005
6766,12,2077.6881630000003
6767,13,110.76637600000001
6768,14,3746.9137469999996
6769,15,2201.773083
6770,16,352.84772000000004
6771,17,1065.86301
6772,18,2173.181735
6773,19,3953.79381
6774,20,55.088198000000006
6775,21,5376.618364000001
6776,0,355.315205
6777,1,323.896603
6778,2,3906.5291819999998
6779,3,172.26477
6780,4,5566.538404000001
6781,5,603.1400110000001
6782,6,468.67193100000003
6783,7,4997.556245
6784,8,3977.5053550000002
6785,9,5480.898352
6786,10,13.370163000000002
6787,11,200.50624799999997
6788,12,2071.8618190000007
6789,13,105.51274599999999
6790,14,4001.331274
6791,15,2959.3876429999996
6792,16,407.307815
6793,17,1071.544056
6794,18,2352.757188
6795,19,3794.2230260000006
6796,20,59.303689
6797,21,5502.147021
6798,0,358.072334
6799,1,324.526167
6800,2,3766.085964
6801,3,285.292262
6802,4,5515.203415999999
6803,5,620.284642
6804,6,471.9414970000001
6805,7,5150.73708
6806,8,3980.7028360000004
6807,9,5168.596749
6808,10,17.154022999999995
6809,11,206.176894
6810,12,2063.287842
6811,13,106.75680400000002
6812,14,3653.7158749999994
6813,15,2393.3210739999995
6814,16,399.49470699999995
6815,17,1065.5269739999999
6816,18,2350.3260280000004
6817,19,3633.978305
6818,20,49.645741
6819,21,5527.766046000001
6820,0,322.03540300000003
6821,1,342.143085
6822,2,3854.844607
6823,3,264.11714
6824,4,5624.442158
6825,5,517.3596620000001
6826,6,443.313653
6827,7,5124.987378
6828,8,3987.0596679999994
6829,9,4763.8984
6830,10,26.158617000000007
6831,11,194.55017700000002
6832,12,2042.3820150000001
6833,13,102.88651899999999
6834,14,3450.779592
6835,15,2904.323284000001
6836,16,439.25723899999997
6837,17,991.2420910000001
6838,18,2295.633867
6839,19,3686.081018
6840,20,102.88517099999999
6841,21,5373.586711
6842,0,331.10798199999994
6843,1,327.429388
6844,2,3779.3413640000003
6845,3,272.798516
6846,4,5677.282006000001
6847,5,496.11768299999994
6848,6,453.67746900000003
6849,7,5262.090398999999
6850,8,3940.7078379999994
6851,9,5025.625374
6852,10,22.830626
6853,11,225.408322
6854,12,2033.0788880000002
6855,13,107.05730600000001
6856,14,2761.739963
6857,15,2762.4397039999994
6858,16,423.486789
6859,17,1015.9651809999998
6860,18,2195.614524
6861,19,3469.90975
6862,20,101.25614999999999
6863,21,5239.972392000001
6864,0,288.322565
6865,1,323.328945
6866,2,3732.2331659999995
6867,3,263.00207599999993
6868,4,5722.441899000001
6869,5,484.356686
6870,6,531.9517890000001
6871,7,5168.716858
6872,8,3915.870095
6873,9,5289.619933
6874,10,20.148508
6875,11,244.35381700000002
6876,12,1982.4783380000001
6877,13,105.709666
6878,14,2451.7153319999998
6879,15,2465.448303
6880,16,400.245224
6881,17,1041.3228980000001
6882,18,2227.27284
6883,19,3413.2205900000004
6884,20,44.26750500000001
6885,21,5137.600385999999
6886,0,373.24279899999993
6887,1,318.4011770000001
6888,2,3524.643017
6889,3,259.943993
6890,4,5586.643160000001
6891,5,509.729809
6892,6,433.19686
6893,7,5062.320835
6894,8,3955.2755610000004
6895,9,4796.504158
6896,10,34.160045
6897,11,255.68363200000002
6898,12,2045.0211150000005
6899,13,104.187713
6900,14,2054.720895
6901,15,1812.046594
6902,16,363.529861
6903,17,1057.3142819999998
6904,18,2270.772898
6905,19,3487.662409
6906,20,140.750407
6907,21,5043.118358999999
6908,0,357.36387700000006
6909,1,323.719531
6910,2,3453.259561
6911,3,324.857708
6912,4,5768.708928
6913,5,462.7054569999999
6914,6,442.05699799999996
6915,7,5067.217957000001
6916,8,4021.240798
6917,9,4924.976580999999
6918,10,40.184721
6919,11,236.400299
6920,12,1947.879745
6921,13,111.37676599999999
6922,14,2334.0976290000003
6923,15,2197.883511
6924,16,456.05447599999997
6925,17,1080.8122609999998
6926,18,2325.161356
6927,19,3436.921056
6928,20,62.454665000000006
6929,21,5076.651933
6930,0,333.14535099999995
6931,1,370.88519199999996
6932,2,3543.0920450000003
6933,3,299.1768880000001
6934,4,6013.365217000001
6935,5,385.275393
6936,6,532.182784
6937,7,5119.983972999999
6938,8,4108.255201
6939,9,5319.0881549999995
6940,10,34.37142
6941,11,207.197547
6942,12,2008.705331
6943,13,102.640509
6944,14,2091.020597
6945,15,2438.9254219999993
6946,16,418.2861260000001
6947,17,1070.70902
6948,18,2336.593116
6949,19,3437.1906289999997
6950,20,79.291206
6951,21,5274.4841049999995
6952,0,328.699427
6953,1,381.091279
6954,2,3423.295717
6955,3,381.15723900000006
6956,4,5717.480444
6957,5,465.93369200000006
6958,6,451.07233
6959,7,5362.426435
6960,8,4053.213672
6961,9,4698.518023999999
6962,10,76.78868999999999
6963,11,172.92110300000002
6964,12,1947.4453009999997
6965,13,95.455727
6966,14,2180.326422
6967,15,2673.9887649999996
6968,16,395.016053
6969,17,1058.054228
6970,18,2167.3280600000003
6971,19,3390.607634
6972,20,62.61070300000001
6973,21,5301.9186660000005
6974,0,321.6733869999999
6975,1,437.900043
6976,2,3410.9709449999996
6977,3,329.749771
6978,4,5859.474857000001
6979,5,526.31359
6980,6,346.31713300000007
6981,7,4812.071449
6982,8,4011.7396249999997
6983,9,4747.906735
6984,10,67.23021700000001
6985,11,169.54891099999998
6986,12,1787.624342
6987,13,95.38701
6988,14,2284.270033
6989,15,2384.077384
6990,16,396.673134
6991,17,1067.002087
6992,18,2026.227949
6993,19,3347.824581
6994,20,70.900487
6995,21,5319.556052
6996,0,330.044032
6997,1,350.57153500000004
6998,2,3337.801077
6999,3,322.32027000000005
7000,4,5994.384353
7001,5,467.076762
7002,6,443.04784599999994
7003,7,4882.375152
7004,8,3962.400009
7005,9,4663.574452
7006,10,62.246384000000006
7007,11,158.992842
7008,12,1869.11672
7009,13,92.313523
7010,14,2250.549268
7011,15,2152.4230070000003
7012,16,417.811928
7013,17,1036.9070540000002
7014,18,2120.1835389999997
7015,19,3340.3052789999997
7016,20,119.62420699999998
7017,21,5487.199683000001
7018,0,308.75560299999995
7019,1,362.483059
7020,2,3434.7080170000004
7021,3,405.324314
7022,4,5837.599207
7023,5,360.90948599999996
7024,6,342.2615090000001
7025,7,4924.025315
7026,8,3890.861634
7027,9,4743.9324209999995
7028,10,25.71945
7029,11,159.867856
7030,12,1760.1174689999998
7031,13,95.797161
7032,14,2332.5710639999998
7033,15,2142.216355
7034,16,466.052284
7035,17,1032.242616
7036,18,1976.7666450000002
7037,19,3201.406793
7038,20,116.403
7039,21,5602.622794000001
7040,0,198.58426500000002
7041,1,391.7343409999999
7042,2,3184.7041380000005
7043,3,346.97312600000004
7044,4,5608.798337
7045,5,396.3823050000001
7046,6,352.580005
7047,7,4896.752195
7048,8,3933.2720970000005
7049,9,4717.254844
7050,10,12.078814000000001
7051,11,166.880286
7052,12,1834.6908130000002
7053,13,96.68606799999999
7054,14,2003.8125929999997
7055,15,2603.755406
7056,16,396.20843700000006
7057,17,1014.839543
7058,18,1982.8814009999999
7059,19,3178.489966
7060,20,97.32249199999998
7061,21,5081.566548
7062,0,254.408136
7063,1,362.34056899999996
7064,2,3151.0379720000005
7065,3,284.92608399999995
7066,4,5853.292621999999
7067,5,424.0766520000001
7068,6,296.501178
7069,7,4752.913174
7070,8,3923.8191159999997
7071,9,4706.798584999999
7072,10,13.701873999999998
7073,11,158.28236
7074,12,1662.8490129999998
7075,13,95.42862399999999
7076,14,1857.4107749999998
7077,15,2412.858627
7078,16,438.3985900000001
7079,17,1036.670322
7080,18,1725.652087
7081,19,3073.957049
7082,20,96.22142500000001
7083,21,5041.947850999999
7084,0,294.84511299999997
7085,1,330.07557699999995
7086,2,3143.761535
7087,3,223.68078500000001
7088,4,5396.189826000001
7089,5,367.619336
7090,6,377.09829699999995
7091,7,4788.372894
7092,8,4507.959254
7093,9,4786.477616
7094,10,19.429928
7095,11,183.98072399999998
7096,12,1861.2515379999998
7097,13,90.339075
7098,14,2068.77253
7099,15,1921.6633219999999
7100,16,346.237566
7101,17,1018.828872
7102,18,1924.9949089999998
7103,19,2970.792075
7104,20,102.987679
7105,21,5054.391322999999
7106,0,357.788201
7107,1,319.323483
7108,2,2971.9357049999994
7109,3,253.023611
7110,4,5485.156013999998
7111,5,383.39181
7112,6,303.05566400000004
7113,7,4727.081091
7114,8,3958.6935789999998
7115,9,4788.371488000001
7116,10,20.330191000000003
7117,11,187.30866100000003
7118,12,1701.8256630000003
7119,13,82.18615899999999
7120,14,2199.232051
7121,15,2382.565327
7122,16,418.92530800000003
7123,17,1024.171631
7124,18,2137.292913
7125,19,3101.6526919999997
7126,20,158.92969200000002
7127,21,5004.810419
7128,0,295.648597
7129,1,409.15276400000005
7130,2,2911.412194
7131,3,237.78263299999998
7132,4,5025.881284
7133,5,451.850963
7134,6,335.2802870000001
7135,7,4689.624992
7136,8,3650.627879
7137,9,4545.346695
7138,10,10.662125
7139,11,195.06682999999998
7140,12,1573.7099170000001
7141,13,89.215462
7142,14,2195.468492
7143,15,2547.8266059999996
7144,16,367.290607
7145,17,1003.9049810000001
7146,18,2342.913004
7147,19,3018.6291919999994
7148,20,65.847208
7149,21,4946.692419999999
7150,0,228.759144
7151,1,434.65072
7152,2,2760.8948080000005
7153,3,174.82115600000003
7154,4,4970.730163000001
7155,5,496.983925
7156,6,238.80086799999998
7157,7,4684.726125
7158,8,3695.056709
7159,9,4724.895323999999
7160,10,13.546675
7161,11,201.128221
7162,12,1563.051842
7163,13,89.953048
7164,14,1981.5702029999998
7165,15,2561.713256
7166,16,316.90345599999995
7167,17,960.1177490000001
7168,18,2203.3069579999997
7169,19,3015.991553
7170,20,32.788453000000004
7171,21,4971.279656
7172,0,224.48781599999998
7173,1,336.76811
7174,2,2745.1326220000005
7175,3,210.83745199999998
7176,4,4864.9701700000005
7177,5,485.52573700000005
7178,6,279.635903
7179,7,4641.668548000001
7180,8,3535.2079700000004
7181,9,4747.1454189999995
7182,10,12.109122000000001
7183,11,197.739726
7184,12,1753.2974
7185,13,79.26027800000001
7186,14,2077.439902
7187,15,2673.8411570000003
7188,16,278.98812
7189,17,971.0092960000001
7190,18,2808.730016
7191,19,3021.048375
7192,20,50.052351
7193,21,4992.453089000001
7194,0,289.857737
7195,1,363.75073699999996
7196,2,2704.209977
7197,3,174.95690000000002
7198,4,5040.922527999999
7199,5,452.36103799999995
7200,6,311.57582599999995
7201,7,4544.360846
7202,8,3491.6638839999996
7203,9,4783.757484
7204,10,88.791646
7205,11,197.35386799999998
7206,12,1609.164347
7207,13,82.472715
7208,14,1984.465719
7209,15,2679.4915020000003
7210,16,281.807498
7211,17,989.058014
7212,18,1915.178396
7213,19,3014.1530729999995
7214,20,69.996346
7215,21,5106.652891
7216,0,286.77749700000004
7217,1,346.05818700000003
7218,2,2611.8960639999996
7219,3,195.58162900000005
7220,4,4957.418817
7221,5,447.6346900000001
7222,6,257.370905
7223,7,4599.328148
7224,8,3546.169921
7225,9,4739.008922999999
7226,10,90.663753
7227,11,175.875942
7228,12,1654.671637
7229,13,83.243251
7230,14,1915.3599090000002
7231,15,2116.87219
7232,16,266.524684
7233,17,964.4078010000001
7234,18,2256.3394559999997
7235,19,3065.2965369999997
7236,20,73.397886
7237,21,5121.909951
7238,0,335.98103799999996
7239,1,322.02483100000006
7240,2,2658.1068590000004
7241,3,127.744113
7242,4,4867.809850000001
7243,5,458.89438000000007
7244,6,258.041071
7245,7,4400.75828
7246,8,3469.33574
7247,9,4901.864459
7248,10,75.41394600000001
7249,11,192.294237
7250,12,1486.8207980000002
7251,13,84.60714099999998
7252,14,1930.519349
7253,15,2042.4087219999997
7254,16,220.862361
7255,17,970.7093590000001
7256,18,2235.022522
7257,19,2891.1274359999998
7258,20,34.18242600000001
7259,21,4948.646795
7260,0,350.1733039999999
7261,1,321.424225
7262,2,2556.3918660000004
7263,3,194.48590499999997
7264,4,4717.464195
7265,5,424.9491949999999
7266,6,319.229015
7267,7,4481.6000619999995
7268,8,3389.3924230000002
7269,9,4546.750000999999
7270,10,13.944063
7271,11,195.16428100000002
7272,12,1681.1259779999998
7273,13,79.96918500000001
7274,14,2172.0154979999998
7275,15,2021.3075440000002
7276,16,250.74945100000002
7277,17,979.6525460000001
7278,18,1809.22564
7279,19,2731.136716
7280,20,66.123867
7281,21,5045.012344
7282,0,288.38481500000006
7283,1,323.89755799999995
7284,2,2567.296624
7285,3,138.233385
7286,4,4754.765374
7287,5,436.370329
7288,6,329.3703230000001
7289,7,4406.141973
7290,8,3250.883393
7291,9,4372.675092
7292,10,22.123124999999998
7293,11,168.13857500000003
7294,12,1573.7864479999998
7295,13,82.362051
7296,14,2075.1229500000004
7297,15,2258.8254979999997
7298,16,231.06063500000002
7299,17,946.335744
7300,18,1730.3999170000002
7301,19,2710.7832470000003
7302,20,105.386898
7303,21,5009.689211000001
7304,0,276.301781
7305,1,315.042426
7306,2,2480.536784
7307,3,143.977238
7308,4,4896.708278
7309,5,301.959099
7310,6,1067.596562
7311,7,4380.928884999999
7312,8,3174.22893
7313,9,4801.284544
7314,10,37.108700999999996
7315,11,174.873506
7316,12,1398.6517990000002
7317,13,72.474738
7318,14,1882.8030150000002
7319,15,2551.761389
7320,16,222.953099
7321,17,918.274769
7322,18,1601.5608110000003
7323,19,2700.629565
7324,20,86.616113
7325,21,4968.291187
7326,0,305.69594600000005
7327,1,303.501181
7328,2,2553.8517279999996
7329,3,139.50302699999997
7330,4,5015.712592
7331,5,308.976422
7332,6,401.38902699999994
7333,7,4348.44082
7334,8,3040.4262350000004
7335,9,4518.221235999999
7336,10,18.862441
7337,11,164.472072
7338,12,1438.97946
7339,13,75.92492100000001
7340,14,1918.584714
7341,15,2179.499262
7342,16,256.087594
7343,17,890.2784019999999
7344,18,1731.8937569999998
7345,19,2716.902501
7346,20,62.65906400000001
7347,21,4792.114295
7348,0,310.20277
7349,1,345.62054000000006
7350,2,2537.855511
7351,3,155.002162
7352,4,4870.187813999999
7353,5,327.99035299999997
7354,6,264.49872700000003
7355,7,4316.797124
7356,8,3007.175955
7357,9,4275.181656
7358,10,12.368067000000002
7359,11,187.605166
7360,12,1493.7366819999997
7361,13,80.74911100000001
7362,14,1911.973211
7363,15,1891.3227289999998
7364,16,258.91293599999995
7365,17,888.1969449999999
7366,18,2106.687919
7367,19,2600.657683
7368,20,45.920308
7369,21,4753.915326
7370,0,317.051288
7371,1,349.23716699999994
7372,2,2620.428202
7373,3,159.87466100000003
7374,4,4792.057671
7375,5,333.963182
7376,6,432.810833
7377,7,4162.834054
7378,8,2850.7117749999998
